# DEVELOPMENT-ONLY SYNTHETIC PLACEHOLDER — NOT REAL DATA. For pipeline validation only. Safe to delete/replace.
Year,Quarter,Period,quarter_num,time_index,Company,Ticker,Sector,Sales,Expenses,Operating Profit,Net Profit,Total Assets,Equity,Borrowings,Total Liabilities,CFO,CFI,CFF,Net Cash Flow,is_synthetic_company,source
2024,Q4,Q4 2024,4,8099,SYN Auto 100,SYNAUT100,Auto,46818.29,41449.96,5368.32,4571.7,163998.61,90930.56,47104.09,73068.05,8187.65,-3601.19,-1642.9,2943.56,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 100,SYNAUT100,Auto,46011.74,40571.0,5440.74,5171.28,166841.35,81512.36,60429.11,85328.99,7971.16,-3634.07,-1675.49,2661.6,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 100,SYNAUT100,Auto,46849.25,40997.77,5851.48,5700.9,165088.88,93421.84,51204.51,71667.04,8786.69,-4112.5,-1861.39,2812.8,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 100,SYNAUT100,Auto,46075.6,40280.13,5795.48,5529.2,169636.6,93302.47,52812.47,76334.13,8847.38,-4400.01,-2009.76,2437.61,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 100,SYNAUT100,Auto,47000.21,41419.88,5580.34,5242.02,174519.2,94082.68,57065.68,80436.52,8918.56,-4007.05,-1864.13,3047.39,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 101,SYNAUT101,Auto,126045.41,101341.02,24704.39,18528.29,346385.23,145892.18,100182.92,200493.05,26931.5,-16158.89,-5386.32,5386.29,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 101,SYNAUT101,Auto,129514.77,107482.61,22032.16,16268.88,345746.66,146131.92,90296.81,199614.74,23056.59,-12208.43,-4447.32,6400.84,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 101,SYNAUT101,Auto,131438.1,109376.48,22061.62,15229.15,384839.66,187724.68,94446.99,197114.98,21270.33,-12609.71,-4319.44,4341.18,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 101,SYNAUT101,Auto,129855.05,107693.76,22161.29,15656.58,342871.63,160294.13,77932.6,182577.51,21578.84,-12736.24,-4147.66,4694.94,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 101,SYNAUT101,Auto,131613.24,110558.47,21054.77,13328.5,328938.55,164350.0,75017.47,164588.55,21067.0,-11202.18,-3411.21,6453.62,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 101,SYNAUT101,Auto,132361.06,109045.88,23315.18,15965.04,347448.7,157866.2,94909.09,189582.5,22985.16,-11139.89,-3669.97,8175.3,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 101,SYNAUT101,Auto,130872.3,107571.72,23300.58,14800.11,381506.59,177144.13,97956.39,204362.47,26926.9,-14089.52,-4204.67,8632.7,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 101,SYNAUT101,Auto,127052.97,102877.07,24175.9,17178.45,416329.88,155943.75,114958.81,260386.12,26099.86,-13223.2,-3950.91,8925.75,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 102,SYNAUT102,Auto,35666.22,31450.93,4215.29,2939.65,96497.42,50034.96,25592.5,46462.46,4053.48,-1870.23,-1011.52,1171.73,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 102,SYNAUT102,Auto,36191.24,32132.86,4058.38,2894.83,93327.25,47247.27,22777.03,46079.98,4176.26,-1916.37,-1132.18,1127.71,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 102,SYNAUT102,Auto,38102.96,33395.86,4707.1,3283.97,97949.65,46095.69,25661.15,51853.96,5300.4,-1919.15,-1473.97,1907.28,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 102,SYNAUT102,Auto,39197.88,33692.29,5505.59,3761.35,101156.72,55548.06,20965.42,45608.66,6684.17,-2614.83,-1975.67,2093.67,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 102,SYNAUT102,Auto,38292.16,33366.91,4925.26,3389.55,95697.34,52189.69,20033.02,43507.66,6062.26,-1969.37,-1907.11,2185.78,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 102,SYNAUT102,Auto,38883.88,34018.36,4865.51,3375.56,101258.05,55598.2,16206.03,45659.85,5613.3,-1972.77,-1632.2,2008.33,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 102,SYNAUT102,Auto,38997.32,34006.96,4990.36,3513.03,85977.45,44994.65,13599.9,40982.8,5193.21,-1640.44,-1499.45,2053.32,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 102,SYNAUT102,Auto,40925.48,36098.61,4826.87,3222.96,86472.99,45131.72,17891.89,41341.27,5415.35,-1470.8,-1525.78,2418.76,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 103,SYNAUT103,Auto,118960.93,107648.96,11311.98,8626.5,459097.88,229548.94,137729.38,229548.94,18893.61,-11336.16,-5154.2,2403.24,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 103,SYNAUT103,Auto,122289.71,111214.77,11074.94,8775.86,463774.82,216357.72,130873.71,247417.1,18520.66,-12502.49,-4949.67,1068.51,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 103,SYNAUT103,Auto,125729.68,114668.13,11061.56,9676.99,448338.1,212902.27,125963.44,235435.83,19387.92,-13764.68,-4835.9,787.34,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 103,SYNAUT103,Auto,124916.43,114257.18,10659.24,9590.31,407597.09,187625.7,106061.93,219971.39,19915.38,-10980.76,-5455.55,3479.07,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 103,SYNAUT103,Auto,126534.42,114296.55,12237.87,11300.25,346990.04,177770.27,83655.44,169219.77,21182.1,-12126.8,-6028.65,3026.65,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 103,SYNAUT103,Auto,127194.93,114965.99,12228.94,11474.49,314294.96,158294.16,73702.8,156000.79,21086.03,-14179.09,-5515.28,1391.66,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 103,SYNAUT103,Auto,124286.27,112277.67,12008.6,9883.84,322598.5,171784.54,77056.44,150813.96,20920.65,-14458.07,-6350.82,111.77,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 103,SYNAUT103,Auto,126943.05,115156.06,11786.99,8929.5,350683.48,188039.14,74211.69,162644.34,22979.54,-18790.84,-7569.4,-3380.7,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 104,SYNAUT104,Auto,42223.71,37792.88,4430.84,3323.13,112985.24,56492.62,33019.08,56492.62,6628.53,-3977.12,-1325.71,1325.71,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 104,SYNAUT104,Auto,41757.87,36841.4,4916.47,4052.78,113730.74,49420.91,38701.98,64309.83,7876.59,-4237.3,-1591.96,2047.32,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 104,SYNAUT104,Auto,42839.82,37592.44,5247.38,3980.72,128446.63,55304.96,43270.16,73141.67,8421.98,-4337.89,-1682.75,2401.34,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 104,SYNAUT104,Auto,43467.92,38635.77,4832.15,3529.67,139362.23,63448.04,48760.98,75914.2,8158.1,-4728.75,-2045.88,1383.47,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 104,SYNAUT104,Auto,44068.58,40064.62,4003.96,3069.56,137860.17,72243.32,38989.41,65616.84,6742.56,-3867.06,-1684.2,1191.3,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 104,SYNAUT104,Auto,46026.57,41307.48,4719.09,3273.19,116558.29,57830.29,35158.81,58728.0,8038.16,-5608.82,-1901.87,527.46,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 104,SYNAUT104,Auto,46219.38,41418.21,4801.17,3337.44,106492.33,50004.16,34938.99,56488.17,7645.08,-5444.74,-1706.81,493.53,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 104,SYNAUT104,Auto,48285.59,43580.98,4704.61,3633.57,122274.72,57702.49,38333.89,64572.23,7048.46,-4558.0,-1434.46,1055.99,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 105,SYNAUT105,Auto,42380.47,37766.2,4614.27,3189.93,159247.16,72180.56,34467.74,87066.61,4458.19,-2165.67,-891.64,1400.88,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 105,SYNAUT105,Auto,43749.23,38893.21,4856.01,3013.0,170420.68,86962.68,28859.27,83458.0,4614.13,-2184.86,-870.6,1558.67,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 105,SYNAUT105,Auto,44206.95,39609.46,4597.49,2982.23,150207.2,72719.32,31398.32,77487.87,4013.86,-1945.13,-713.1,1355.63,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 105,SYNAUT105,Auto,42871.99,39106.45,3765.54,2501.47,112093.89,55554.48,23627.38,56539.41,3218.49,-1460.23,-573.73,1184.53,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 105,SYNAUT105,Auto,44102.81,40414.78,3688.03,2671.71,128156.6,65618.15,26875.04,62538.45,3092.75,-1358.3,-572.92,1161.54,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 105,SYNAUT105,Auto,42620.5,39188.4,3432.11,2442.59,135125.56,76885.02,30800.55,58240.54,2779.44,-1208.68,-449.19,1121.57,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 105,SYNAUT105,Auto,42165.48,38890.42,3275.06,2472.08,143758.46,77557.04,34409.59,66201.42,2356.76,-976.64,-413.47,966.64,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 105,SYNAUT105,Auto,42635.24,38743.86,3891.38,2861.1,140485.04,70461.46,32046.28,70023.58,3449.81,-1447.58,-595.14,1407.08,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 106,SYNAUT106,Auto,115208.26,102792.58,12415.69,8880.54,433200.57,208010.39,96115.68,225190.18,12543.59,-7526.15,-2089.3,2928.14,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 106,SYNAUT106,Auto,119957.4,107141.52,12815.88,7783.75,414606.18,180879.07,95191.85,233727.12,12504.96,-7664.55,-2082.08,2758.33,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 106,SYNAUT106,Auto,115124.17,102832.09,12292.08,8493.66,445045.39,189953.36,111506.32,255092.02,13295.05,-7197.97,-2156.06,3941.02,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 106,SYNAUT106,Auto,117246.12,103275.48,13970.64,9318.0,455799.33,215292.62,103309.64,240506.71,14335.55,-7344.03,-2674.4,4317.11,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 106,SYNAUT106,Auto,117945.09,104113.76,13831.33,9923.24,440528.74,213137.71,88028.95,227391.03,12336.64,-6648.94,-2297.34,3390.36,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 106,SYNAUT106,Auto,121202.65,105964.69,15237.96,10032.31,451427.24,191032.46,119698.7,260394.78,12979.49,-7223.36,-2434.11,3322.02,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 106,SYNAUT106,Auto,123652.46,107381.86,16270.6,9686.37,410126.0,191221.58,99410.91,218904.42,16087.72,-8789.64,-2733.77,4564.31,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 106,SYNAUT106,Auto,125039.57,108274.08,16765.48,12284.04,422496.76,197750.02,100484.15,224746.74,17821.48,-10631.46,-3481.75,3708.26,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 107,SYNAUT107,Auto,41336.4,36936.79,4399.61,3335.03,155363.21,77681.61,46608.96,77681.6,6578.76,-3692.54,-1315.75,1570.47,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 107,SYNAUT107,Auto,43379.55,38817.11,4562.43,3297.98,154486.77,91220.43,37302.84,63266.33,5748.14,-3159.07,-1035.13,1553.94,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 107,SYNAUT107,Auto,43096.46,39285.38,3811.08,2504.65,142857.1,83679.48,33106.67,59177.63,4577.04,-2625.48,-876.07,1075.49,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 107,SYNAUT107,Auto,42603.66,39870.54,2733.12,1765.27,136724.67,85451.55,27949.77,51273.12,2878.71,-1801.26,-522.94,554.51,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 107,SYNAUT107,Auto,43498.06,41029.61,2468.44,1641.16,158018.17,102709.95,28503.23,55308.22,2839.68,-1649.53,-548.17,641.98,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 107,SYNAUT107,Auto,45714.46,42787.64,2926.83,2030.06,165005.3,99319.63,33729.78,65685.67,3704.45,-1997.34,-732.98,974.13,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 107,SYNAUT107,Auto,44223.63,41137.11,3086.51,2014.73,150864.38,88671.25,34420.45,62193.12,4112.86,-2046.2,-983.29,1083.37,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 107,SYNAUT107,Auto,45739.37,42035.36,3704.01,2690.03,171861.34,89443.2,45690.44,82418.14,4657.84,-2496.2,-1110.03,1051.61,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 108,SYNAUT108,Auto,102092.32,91083.92,11008.39,8535.11,249305.33,107405.53,68361.39,141899.81,11830.69,-5486.59,-1430.72,4913.38,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 108,SYNAUT108,Auto,102921.82,93048.56,9873.26,8617.97,283310.73,127909.21,66657.16,155401.52,10357.15,-5037.81,-1258.85,4060.49,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 108,SYNAUT108,Auto,102828.46,92620.87,10207.59,9194.24,257536.37,96300.42,62764.83,161235.95,11233.85,-5215.29,-1223.36,4795.2,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 108,SYNAUT108,Auto,101291.66,90599.9,10691.76,8670.2,275263.12,109681.34,62114.49,165581.78,11942.34,-4880.44,-1387.98,5673.91,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 108,SYNAUT108,Auto,105941.56,96716.0,9225.55,7255.18,273984.41,85895.64,74990.8,188088.77,9792.63,-4097.45,-1169.22,4525.96,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 108,SYNAUT108,Auto,112094.63,102312.38,9782.24,7594.27,286879.69,92619.01,63813.25,194260.68,8684.03,-3504.21,-944.95,4234.87,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 108,SYNAUT108,Auto,114786.68,102724.04,12062.64,8610.51,305048.94,112905.79,67431.62,192143.14,11192.76,-5250.85,-1248.8,4693.11,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 108,SYNAUT108,Auto,112206.8,100591.38,11615.42,7660.86,280714.65,112810.17,64347.14,167904.47,10028.89,-4600.33,-1246.59,4181.96,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 109,SYNAUT109,Auto,135378.12,120590.4,14787.72,11090.79,550586.78,264001.74,171951.02,286585.04,21460.85,-12876.52,-5778.17,2806.16,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 109,SYNAUT109,Auto,146868.35,131043.12,15825.23,10997.51,533731.56,271370.52,157639.45,262361.04,22597.25,-12193.94,-7310.05,3093.25,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 109,SYNAUT109,Auto,151398.85,135620.22,15778.63,11657.39,580412.36,277793.89,197057.71,302618.47,24814.03,-15107.54,-7932.75,1773.74,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 109,SYNAUT109,Auto,156212.95,138126.99,18085.96,14503.72,610471.14,224280.13,251523.01,386191.01,27155.72,-18302.48,-8940.83,-87.59,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 109,SYNAUT109,Auto,156968.26,140681.69,16286.57,12783.13,637499.95,261676.59,272107.35,375823.36,28461.73,-17054.97,-8520.56,2886.19,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 109,SYNAUT109,Auto,156164.92,140664.83,15500.09,10733.1,659663.99,249924.33,266990.68,409739.66,30429.75,-17815.36,-8283.78,4330.6,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 109,SYNAUT109,Auto,154511.39,140224.68,14286.71,8781.86,599491.02,247514.84,226480.03,351976.19,27444.44,-16442.42,-7098.97,3903.05,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 109,SYNAUT109,Auto,148493.5,132413.8,16079.7,11085.95,530558.27,254277.97,185395.85,276280.3,30844.77,-18466.32,-7750.12,4628.34,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 110,SYNAUT110,Auto,35622.83,31321.6,4301.23,3225.93,144175.58,76060.93,29059.8,68114.65,6195.4,-3717.24,-1239.08,1239.08,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 110,SYNAUT110,Auto,36578.45,32620.06,3958.39,2919.89,137882.45,63673.18,30625.37,74209.28,6683.2,-3815.25,-1527.56,1340.39,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 110,SYNAUT110,Auto,37178.46,33103.69,4074.77,3007.05,151338.46,67225.31,33078.63,84113.15,6467.32,-4182.5,-1570.45,714.37,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 110,SYNAUT110,Auto,38843.36,34586.74,4256.63,2997.21,150281.01,59364.42,41615.01,90916.59,7100.24,-4948.03,-1735.84,416.37,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 110,SYNAUT110,Auto,38627.84,34639.95,3987.89,2833.65,161724.8,57137.61,44613.17,104587.2,7040.73,-5709.08,-1754.27,-422.63,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 110,SYNAUT110,Auto,37851.68,33507.3,4344.38,3308.63,158472.23,64518.85,35602.79,93953.39,7182.74,-5380.37,-1722.39,79.98,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 110,SYNAUT110,Auto,36989.33,32733.24,4256.09,3123.11,173316.72,73661.03,41334.61,99655.69,6516.2,-4821.83,-1459.45,234.93,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 110,SYNAUT110,Auto,36811.46,32145.61,4665.85,3588.33,154438.97,64713.11,36678.09,89725.86,7500.87,-5454.59,-1365.49,680.79,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 111,SYNAUT111,Auto,52846.43,42215.39,10631.04,7403.88,124086.97,52118.38,28365.66,71968.6,9460.38,-5676.23,-2722.41,1061.74,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 111,SYNAUT111,Auto,56723.88,45834.05,10889.84,7712.57,117131.82,50587.82,29388.3,66544.0,10067.82,-5650.91,-2861.42,1555.48,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 111,SYNAUT111,Auto,57843.36,46320.04,11523.33,8044.17,140756.37,63916.34,30999.0,76840.04,10361.89,-5619.36,-2968.81,1773.73,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 111,SYNAUT111,Auto,56248.73,44459.75,11788.98,7224.64,135907.53,60065.2,30030.32,75842.33,11167.84,-6757.73,-3220.44,1189.67,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 111,SYNAUT111,Auto,57596.1,44845.54,12750.56,8423.15,142200.73,51319.99,37851.27,90880.74,13481.68,-8001.48,-3915.96,1564.25,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 111,SYNAUT111,Auto,57436.64,44983.07,12453.57,8324.78,136266.63,42935.53,36011.01,93331.1,12731.99,-7564.17,-3806.82,1361.0,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 111,SYNAUT111,Auto,59499.99,46204.43,13295.56,8619.99,121275.87,48947.8,31830.22,72328.07,15056.81,-9609.58,-4425.41,1021.82,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 111,SYNAUT111,Auto,59388.79,45564.35,13824.44,10101.51,122165.11,44873.35,33676.83,77291.76,14517.34,-8918.71,-4480.64,1117.99,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 112,SYNAUT112,Auto,135378.12,120804.19,14573.93,10930.43,518037.64,259018.82,113916.99,259018.82,21403.44,-12842.05,-4280.69,4280.7,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 112,SYNAUT112,Auto,143454.43,128254.13,15200.3,12511.88,583528.95,295015.71,125482.05,288513.24,18425.41,-10705.78,-3291.9,4427.73,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 112,SYNAUT112,Auto,152546.66,138681.46,13865.2,11777.09,590677.75,311276.55,107363.26,279401.2,16442.58,-8865.49,-2567.73,5009.35,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 112,SYNAUT112,Auto,154731.22,139708.91,15022.32,13629.36,551564.85,295506.75,103158.04,256058.1,19130.98,-10281.05,-2667.49,6182.43,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 112,SYNAUT112,Auto,156830.9,143775.03,13055.87,12826.98,596352.06,329934.42,125053.92,266417.64,12318.03,-6388.77,-1914.36,4014.9,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 112,SYNAUT112,Auto,150537.9,137251.88,13286.02,11939.48,618934.12,342815.11,123520.41,276119.01,11972.18,-6546.96,-2133.54,3291.69,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 112,SYNAUT112,Auto,149749.61,137767.2,11982.41,11638.39,653584.29,379982.81,123377.72,273601.48,13453.42,-7385.29,-2151.33,3916.8,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 112,SYNAUT112,Auto,147428.29,136159.2,11269.09,9525.52,641793.3,321197.88,153040.93,320595.42,14638.92,-8617.21,-2294.46,3727.26,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Auto 113,SYNAUT113,Auto,111270.86,99304.47,11966.38,8974.79,297327.17,148663.58,91234.47,148663.59,18236.87,-10780.17,-4771.73,2684.97,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Auto 113,SYNAUT113,Auto,114797.92,103216.28,11581.64,9136.81,273131.75,134734.13,67534.63,138397.63,16952.46,-10471.63,-4693.3,1787.53,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Auto 113,SYNAUT113,Auto,124178.18,112642.41,11535.77,9367.25,283041.96,125467.36,73130.58,157574.59,17794.37,-11626.98,-5206.86,960.53,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Auto 113,SYNAUT113,Auto,125444.98,112121.36,13323.62,10355.48,287270.83,146007.62,67921.68,141263.21,18609.23,-10721.52,-5445.25,2442.46,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Auto 113,SYNAUT113,Auto,126302.6,114234.38,12068.23,10259.15,281237.38,142010.21,75017.62,139227.17,14985.87,-9806.91,-4744.25,434.72,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Auto 113,SYNAUT113,Auto,131847.7,119248.07,12599.64,13734.32,301915.19,130218.13,89852.25,171697.06,17403.89,-10136.82,-5736.17,1530.89,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Auto 113,SYNAUT113,Auto,135984.91,122826.6,13158.3,14248.22,373743.91,176292.07,97491.81,197451.85,18884.87,-9779.15,-5762.81,3342.91,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Auto 113,SYNAUT113,Auto,146130.75,130379.54,15751.21,16368.95,441080.74,229029.53,116506.73,212051.21,24685.98,-11994.65,-7017.77,5673.56,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 001,SYNBAN001,Banking,56101.22,39595.07,16506.15,12379.61,2048733.55,1024366.81,783339.28,1024366.75,48861.85,-29317.09,-13119.34,6425.42,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Banking 001,SYNBAN001,Banking,57257.73,41221.61,16036.13,11871.11,2086656.46,1036354.17,815367.11,1050302.29,44150.19,-24574.74,-13173.58,6401.87,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Banking 001,SYNBAN001,Banking,58299.64,40617.58,17682.05,12617.3,1967439.17,1009334.91,664834.93,958104.27,51492.0,-30271.08,-14683.96,6536.96,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Banking 001,SYNBAN001,Banking,58971.79,40769.44,18202.34,14502.28,1822872.98,857854.7,700055.83,965018.28,53843.21,-31405.76,-15994.27,6443.18,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 001,SYNBAN001,Banking,60289.69,42992.41,17297.28,12679.41,1855085.2,839822.92,770181.12,1015262.27,53182.88,-33851.49,-14375.7,4955.69,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 001,SYNBAN001,Banking,61975.74,44357.58,17618.15,13569.68,1858758.66,844968.49,763650.61,1013790.17,59686.72,-40083.52,-16486.29,3116.91,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 001,SYNBAN001,Banking,63358.54,47377.32,15981.23,13973.93,1853419.63,843323.38,701327.97,1010096.25,54853.2,-36138.09,-16169.61,2545.5,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 001,SYNBAN001,Banking,63784.23,47250.53,16533.7,15021.82,1885696.43,983931.21,714889.48,901765.22,53791.02,-34187.11,-15572.87,4031.05,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 002,SYNBAN002,Banking,57783.68,40009.13,17774.55,13330.91,226895.4,113447.71,68068.61,113447.7,17876.77,-10726.06,-3685.48,3465.22,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Banking 002,SYNBAN002,Banking,57819.77,38980.66,18839.11,14039.31,233134.72,113430.18,69348.05,119704.54,19287.39,-10560.66,-3816.65,4910.08,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Banking 002,SYNBAN002,Banking,59628.07,40867.37,18760.7,14222.46,242518.97,120263.98,77494.8,122254.98,17239.31,-10372.51,-3170.0,3696.8,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Banking 002,SYNBAN002,Banking,61565.78,41546.91,20018.87,15228.85,230475.06,105868.88,77363.46,124606.18,18988.85,-11675.24,-3633.76,3679.86,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 002,SYNBAN002,Banking,61169.01,43108.49,18060.52,13565.17,214983.9,109262.25,65952.18,105721.65,17231.88,-10106.01,-3566.39,3559.48,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 002,SYNBAN002,Banking,60795.72,43555.18,17240.54,12696.12,223654.73,114756.96,69995.0,108897.77,16730.38,-9530.23,-3531.45,3668.69,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 002,SYNBAN002,Banking,60118.13,42726.32,17391.8,12479.46,246108.87,120408.97,76336.06,125699.89,17010.11,-9460.52,-3414.72,4134.87,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 002,SYNBAN002,Banking,62713.33,43828.16,18885.17,13857.72,257614.61,125048.98,81367.89,132565.63,18870.98,-8581.29,-3700.14,6589.55,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 003,SYNBAN003,Banking,79051.36,60492.52,18558.84,13919.13,1685920.87,842960.43,644616.8,842960.43,19141.99,-11135.68,-3828.4,4177.91,True,synthetic
